Authors,Title,Year,Abstract,Keywords
"Vdovenko N., Deriy J., Seliverstova L., Kurmaiev P.",Formation of the information economy: Organizational and financial aspects,2019,"The relevance of the research topic is due to the fact that the modern process of globalization of the world economy has increased the importance of information in the process of social development. Information is a dominant factor in the competitiveness of national economies. The purpose of the study is to analyze the organizational and financial aspects of the formation of a global information economy. During the writing of the article, the following methods were used: generalization, comparative analysis and statistical analysis. The authors identify the main preconditions for the formation of the information economy: the technical and technological ability to implement projects; the readiness of the society for the changes that result from the functioning of the information economy. It is noted that information technologies are a catalyst for improving existing money market technologies, have created prerequisites for the distribution of FinTech 4.0, and the emergence of new inherently digital assets. The data of countries ranking in accordance with the degree of technical and technological ability to function within the framework of information economy is generalized. The main problems and obstacles of formation of elements of the information economy in Ukraine are established. © ExcelingTech Pub, UK.",Competitiveness; Cost effectiveness; Digital assets; Information economy; Informatization; IT technology
Tomita A.,A managing framework for artificial intelligence to supplement human workforce in a digital economy,2019,"Recently artificial intelligence (AI) spring has been brought about by the needs from the aging world as well as advances of the deep learning technologies. Japan is the world's most aged country: 33 percent of its population were aged 60 years or over in 2017. The population aging and population decline contribute to a decline in growth potential. Recalling the growth accounting equation, productivity, neither capital nor labor, is strongly desired to increase. This success depends on how effectively AI makes use of capital and labor, especially labor. AI is expected to supplement human workforce rather than to take place of it. Because AI is not a natural person who has his or her autonomous will, its learning is under control of some natural person. This paper proposes a management framework for AI to supplement human workforce. By looking back the AI history, the proposed management framework integrates statistical knowledge derived from machine learning and deterministic expertise obtained from expert systems. To evaluate the effectiveness of this proposal, this paper analyses expert system and machine learning applications in auditing. It was confirmed that auditors can be assisted in making decisions on broader areas by integrating the outputs from these two approaches. © 2019 PICMET.",
"Kodolova I.A., MirgaziyanovnaYusupova L., ViktorovnaNikonova T., Kalimullina R.R.",Development of innovative activity and supply chain strategy of enterprises in the age of digital economy,2019,"The article presents the analysis of the dynamics of innovative activity and supply chain strategy of enterprises in the Republic of Tatarstan. The authors analyzed the innovative activity of enterprises and small businesses of the Republic, detailed the innovative activity of enterprises by types of economic activity, reviewed the indicators of shipped innovative goods. The article reveals the role of research and development in the activation of innovative processes and summarizes the results of innovative activity of enterprises at the regional level. © ExcelingTech Pub, UK.",Innovations; Innovative activity; Level of innovative activity; Scientific researches and developments; Supply chain strategy; Type of economic activity; Volume of innovative goods and services
"Zhang C., Tsukioka K., Yin D., Motohashi K.",Innovation strategy and technological catch-up of chinese internet giants: Evidence based on patent data,2019,"A new generation of information technology (IT), such as artificial intelligence, cloud computing, internet of things, has been transforming production and business across the world profoundly. While Chinese internet companies begin to play an increasingly important role in the global digital economy by pushing forward the technological frontier, existing studies focus on their business models and ignore their rising technological capabilities. Based on natural language processing (NLP) based text mining and network analysis of patent data, this paper examines whether and how IT companies realize technological catch-up through innovation in emerging economies by comparing three leading internet giants in China, namely, Baidu, Alibaba and Tencent with their US counterparts. In particular, it investigates these three technological companies' innovation strategy by analyzing their (1) patent portfolios, technological focus, patenting patterns and trends, and (2) the technological difference between them and their US peers. © 2019 PICMET.",
"Ukolov V.F., Cherkasov V.V.",Concept digitalization apparatus: Interaction of real and virtual sectors of economy,2019,"The present paper studies the insufficiently studied problem of creating a conceptual apparatus for the practice of interaction between enterprises of the real and virtual sectors of the economy. The author sets a goal to analyze various aspects of this problem and formulate a number of concepts expanding and clarifying the system of ideas about the interaction of the real and virtual sectors of the economy. The aim of the study is to develop and practice the basic concepts and clarify the foundations of interaction between the real and virtual sectors of the economy, which will expand, introduce and more fundamentally understand the essence of this phenomenon and reduce the risks of making many management decisions. The study used the methods of situational, structural and dynamic analysis contributed to the study of the current ideas about the interaction of enterprises of the real and virtual sectors of the economy, including government regulation of emerging problems. A systematic approach was used when assessing the state of adaptation of digital enterprises. Research has revealed the systemic nature of the influence of a combination of various factors affecting the interaction of economies, all aspects of the life of enterprises in the real sector of economy, their internal and external functioning environment that need to be considered when describing interaction phenomena and the concepts arisen from their essence. The practical significance of the study materials: The materials of the paper are of practical value for business structures, public administration and the public sector. The formulated concepts are used in practice in the transition of enterprises in the real sector of the economy to digitalization and management of processes of interaction between the real and virtual sectors of the economy. Their use contributes to the formation of the most complete picture of the management object as well as the adoption of adequate management decisions about its change in a given direction, increasing their competitiveness and profitability. © ExcelingTech Pub, UK.",Concept system; Digitalization; Electronic money; Interaction design; Interpenetration of economies; Legal regulation
"Adiwibowo S., Setiadi M.I., Daniel, Mitarum E., Surbakti E.E., Shihab M.R.",Improving Indonesian Small Economies by Digitizing Traditional Shops: A Case Study of Mitra Bukalapak,2019,"The purpose of this research is to underline the novel ways Indonesian traditional small shops are exploiting the digital era. By using the ASEAN MSME development policy as its main theoretical lens, this research offers empirical evidences as to how Indonesian traditional small shops overcome the digital-era challenges and strategize for the upcoming future. Primary data were collected through a series of interviews with traditional small shop owners whom were members of Mitra Bukalapak in the greater Jakarta region. This research has shown that Mitra Bukalapak can serve as a solution to foster further business growth of Indonesian MSMEs. The Mitra Bukalapak's digitalization initiative have offered numerous business advantages that were realized by complementing traditional small shops with modern digital tools. © 2019 IEEE.",Bukalapak; eCommerce; mitra Bukalapak; MSME; O2O; SME; traditional shops
"Del Giudice M., Scuotto V., Garcia-Perez A., Messeni Petruzzelli A.",Shifting Wealth II in Chinese economy. The effect of the horizontal technology spillover for SMEs for international growth,2019,"The convergence of technology upgrading such as virtual reality, augmented reality, and digital and social networking platforms provides new directions and solutions for companies. The proposed research seeks to capitalise on and critically interrogate such convergence, how it works and the challenges connectivity brings for internal local life and external global markets of small to medium enterprises (SMEs). SMEs have been considered the most innovative oriented businesses in developed countries even in emerging markets acting as pioneer in the digital transformational word. It has been widely recognised that local SMEs can get advantages from multinational enterprises spillover. However, studies on the horizontal technology spillover between SMEs are scarce. In fact, there is a need to explore the effect of horizontal technology spillover on SMEs for international growth. Therefore, the research offers quantitative metrics such as technology upgrading, knowledge spillover, and technology transfer to explore this effect in the Chinese market. Especially, the empirical research is conducted on a sample of 80 SMEs in Beijing from technology – intensive industry. It critically interrogates how digital, social and transformational technologies impacts SMEs' competitiveness to produce points of digital convergence that connect, co-create and drive local to international growth via structural equation modelling. © 2018 Elsevier Inc.",Beijing; Emerging countries; Horizontal technology spillover; International growth; Knowledge spillover; Small to medium-sized enterprises
Aitken A.,Measuring Welfare Beyond GDP,2019,"Gross Domestic Product (GDP) is often treated as shorthand for national economic well-being, even though it was never intended to be; it is a measure of (some) of the marketable output of the economy. This paper reviews several developments in measuring welfare beyond GDP that were recently presented at the Economic Statistics Centre of Excellence (ESCoE) annual conference in May 2019. The papers discussed fall into three broad areas. First, a significant amount of work has focused on incorporating information about the distribution of income, consumption and wealth in the national accounts. Second, the effects of digitisation and the growth of the internet highlight the potential value in measuring time use as a measure of welfare. Third, the digital revolution has spawned many new, often ‘free’ goods, the welfare consequences of which are difficult to measure. Other areas, such as government services, are also difficult to measure. Measuring economic welfare properly matters because it affects the decisions made by government and society. GDP does a reasonable job of measuring the marketable output of the economy (which remains important for some policies), but it should be downgraded; more attention should be given to measures that reflect both objective and subjective measures of well-being, and measures that better reflect the heterogeneity of peoples' experiences. © 2019 National Institute of Economic and Social Research.",D31; digital economy; E01; economic measurement; GDP; I31; inequality; time use; welfare
"Tou Y., Watanabe C., Moriya K., Naveed N., Vurpillat V., Neittaanmäki P.",The transformation of R&D into neo open innovation- a new concept in R&D endeavor triggered by amazon,2019,"Amazon was the world's top Research and Development (R&D) firm in 2017. Its R&D investment was double that of 2015, five times that of 2012, and ten times that of 2011. Such a rapid and notable increase in R&D investment has raised the question of a new R&D definition and focus in the digital economy, which Amazon insists includes both “routine or periodic alterations” (traditionally classified as non-R&D) and “significant improvement” (classified as R&D). Using an empirical analysis of Amazon's R&D model as a system, this paper attempts to provide a convincing answer to this question. It has been identified that Amazon, which is based on R&D as a culture, has been promoting companywide experimentation to cause customers obsessed with making purchase decisions. This obsession has enabled Amazon to deploy an architecture for participation that makes the most of digital technologies by harnessing the power of users. Such user-driven innovation has accelerated a dramatic advancement of the Internet that, in turn, has accelerated the co-emergence of soft innovation resources in the marketplace. This emergence has activated a self-propagating function that has induced functionality development, leading to supra-functionality beyond an economic value that satisfies a shift in customers’ preferences. While this system depends on the assimilation capacity of soft innovation resources, Amazon has developed a high level of capacity supported by a rapid and notable increase in R&D investment. The above efforts function in a virtuous cycle leading to the transformation of “routine or periodic alterations” into “significant improvement.” These findings give rise to insightful suggestions regarding a new concept of R&D in neo open innovation in the digital economy. © 2019 The Authors",Amazon; Neo open innovation; R&D; Transformation; User-driven innovation
"Beilin I.L., Homenko V.V., Aleeva D.D.",Digital modeling of economic processes and supply chain management in the formation of cooperative relations in the petrochemical cluster of the region,2019,"A study of the state of the theory of fuzzy sets shows that until recently in Russia there were almost no studies in the chemical sector of the economy and finance using fuzzy analysis and forecasting, although by that time all necessary prerequisites for modeling financial systems had been created. The current situation in Russia is characterized by a high degree of science lagging behind the requests of state and commercial supply chain management.Fuzzy sets have not been used to date for financial analysis and planning of chemical corporations, evaluating the investment attractiveness of securities, optimizing the stock portfolio, forecasting stock indices and macroeconomic indices. You can also talk about the lack of software based on fuzzy models, although abroad, such software products and information technologies that solve economic problems using fuzzy-plural and related descriptions already exist.In the 80's, software solutions and information technologies began to emerge, solving economic problems using fuzzy-plural and related descriptions. Thus, under the leadership of C. Zopounidis at the Technical University on the island of Crete, an expert system was developed for detailed financial analysis of corporations. A little earlier in Germany, a group led by H. Zimmerman developed a strategic planning system, in which the positioning of the corporation's business is based on fuzzy descriptions of the competitiveness and attractiveness of the business.As an example of such software, you can use expensive complex systems, which include fuzzy logic, which bankers and financiers use to solve the most complicated problems of forecasting financial indicators. The beginning of this process was laid by the Japanese financial corporation. Having set out to automate the game on the securities market, this company attracted about 30 specialists in artificial intelligence. © ExcelingTech Pub, UK.",Economic and mathematical modeling; Economic theory; Economics; Innovation management; Regional economy; Supply chain strategy
"Sahban M.A., Syahchari D.H.",Assessing the Entrepreneurial Orientation Model and Linking it with Entrepreneurial Inclination among Information Systems and Computer Science Students in Indonesia,2019,"Ministry of Communication and Information, Indonesia has stated that Indonesia will become the largest digital economy player in Southeast Asia in 2020. This phenomenon can definitely trigger the digital players in Indonesia to choose online business as their career option. Therefore, there is a need to inculcate the entrepreneurial spirit of students, especially information systems and computer science students. This research work aims at analysing the Entrepreneurial Orientation by exploring its components in line with students majoring in information systems and computer science in Indonesia. It also examines the correlation between Entrepreneurial Orientation and students' preference towards entrepreneurship. Questionnaires have been distributed to the information systems and computer science students at 5 different universities in Indonesia. The hypotheses were developed after conducting the pilot testing. By using the cluster probabilistic random sampling, the 1.230 questionnaires have been distributed and this data collection process yielded back with 381 usable responses that were examined by utilizing SPSS and structural equation modelling. This study finally reveals that there are three dimensions under the Entrepreneurial Orientation variable that are risk-taking, innovativeness and proactiveness. Further, this study reveals that the EO dimensions are positively correlated with entrepreneurial intention among information systems and computer science students. This research is one of the first studies that try to exert and analyse the Entrepreneurial Orientation among information system and computer science students in Indonesia using AMOS-SEM software. Suggestion for future research are also proposed. © 2019 IEEE.",computer science students; entrepreneurial intention; entrepreneurial orientation; information systems students; structural equation modelling; technopreneur
Szalavetz A.,Industry 4.0 and capability development in manufacturing subsidiaries,2019,"This paper investigates whether advanced manufacturing technologies (AMT) can modify the patterns of upgrading in manufacturing subsidiaries operating in FDI hosting factory economies. Does the digital transformation of local manufacturing engender the accumulation of local technological and R&D capabilities, or the beneficial impact of AMT remains confined to production capability? Analysis is based on primary data collected through in-depth interviews with a sample of high-flying manufacturing subsidiaries in Hungary, complemented with interviews with AMT providers. We find that AMT have spectacularly improved all components of production capability. AMT redefined the boundaries of production activities and incited a fusion of selected technological activities in production activities. AMT deployment has automated selected tacit knowledge-intensive technological activities, making the related subsidiary-level capabilities obsolete. Conversely, other local technological activities have become more knowledge-intensive than before. AMT propelled the upgrading of subsidiary-level R&D capabilities by supporting specific R&D activities and by acting as enabler of innovation collaboration. AMT created an integrated development environment and thus reduced the risks related to the decentralisation of R&D. Altogether, AMT adoption contributed to subsidiary R&D capability becoming ‘revealed’ and further upgraded through learning by doing. © 2018 Elsevier Inc.",Capability development; Hungary; Industry 4.0; Manufacturing subsidiary; Upgrading
"Carroni E., Ferrari L., Righi S.",The price of discovering your needs online,2019,"Web users, even when not actively looking for a product, are continuously targeted by offers that potentially fit their interests. Does this kind of targeting always promote transactions with high social value? We consider a model in which a two-sided platform is visited by sellers seeking to promote their products and by users with state-contingent preferences about those products. Depending on its targeting ability, the platform could be able to target users by tailored advertising banners. We show that persuasion is stronger when targeting ability is maximal, fueling purchases that rational individuals may regret due to the persuasive nature of banners. © 2019 The Authors",Digital economy; Information design; Platforms; Targeting
"Al Shamali M., Al-Khoury P., Subbarao A.N.",An empirical research on with bit coin purchase intentions of Lebanon citizens and its effects on supply chain strategy,2019,"Nowadays, almost everybody has overheard about the digital currency named Bit coin and its worth has risen steeply. Even extra deeply, Bit coin currency with its central block cable technology has to be managed for pushing a decentralized change around the ecosphere. Intentions of this study are to empirically highlight the features that are associated with the purchase behavior of an individual. Digital signs deliver the resolution, but instead of these the key benefits are misplaced if a right-hand or a trusted another party is obligatory to stop dual expenditure. Bit coin's attraction has arranged key administration ladders towards a new group of operators. Data (almost 400 Respondents) for this study has been collected form the citizens of Lebanon of multiple cities. For the data analysis the proposed hypothesis has been tested through SPSS process method. Finally this study is concluded with discussion as well limitations and future research indications. © ExcelingTech Pub, UK.",Bit coin; Block-chain; Economy; Supply chain strategy
"Coyle D., Nguyen D.","Cloud Computing, Cross-Border Data Flows and New Challenges for Measurement in Economics",2019,"When economists talk about ‘measurement’ they tend to refer to metrics that can capture changes in quantity, quality and distribution of goods and services. In this paper we argue that the digital transformation of the economy, particularly the rise of cloud computing as a general-purpose technology, can pose serious challenges to traditional concepts and practices of economic measurement. In the first part we show how quality-adjusted prices of cloud services have been falling rapidly over the past decade, which is currently not captured by the deflators used in official statistics. We then discuss how this enabled the spread of data-driven business models, while also lowering entry barriers to advanced production techniques such as artificial intelligence or robotic-process-automation. It is likely that these process innovations are not fully measured at present. A final challenge to measurement arises from the fragmentation of value chains across borders and increasing use of intangible intermediate inputs such as intellectual property and data. While digital technologies make it very easy for these types of inputs to be transferred within or between companies, existing economic statistics often fail to capture them at all. © 2019 National Institute of Economic and Social Research.",cloud computing; D24; data flows; E01; economic measurement; L86; national accounts; productivity
"Luthra S., Mangla S.K., Yadav G.",An analysis of causal relationships among challenges impeding redistributed manufacturing in emerging economies,2019,"Constantly increasing wages and transportation costs with market uncertainty have initiated “re-shoring” programs and the establishment of low-scale localized production for advanced economies. For the purpose, Re-distributed Manufacturing (RdM) concept emerges as an essential component especially, in emerging economies. As one of the fastest growing countries of the major world economies, India faces numerous challenges of RdM as an emerging economy which includes monetary constraints, bureaucratic regulation, lack of coordination among supply chain members, a poor digital infrastructure and a lack of standards, etc. An extensive literature review reveals limited research and methodological approaches exist concerning the challenges and causal relationships between identified challenges needed to exploit these new opportunities. In this work, twenty-one challenges to RdM in emerging economies were identified from the literature and finalized by experts' inputs. Later, this study utilizes fuzzy- Decision Making-Trial and Evaluation Laboratory Analysis technique to quantify the cause-and-effect relationships between identified challenges. ‘‘Lack of developed standards’ and ‘Lack of government policies, poor regulatory frameworks and certification programs’ have been reported as the key challenges. This study suggests a series of recommendations necessary to efficiently support RdM implementation for corporate sustainability in emerging economies. © 2019 Elsevier Ltd",Challenges; Corporate sustainability; Emerging economies; Fuzzy-DEMATEL; India; Redistributed manufacturing (RdM)
"Sandvik I.M., Stubbs W.",Circular fashion supply chain through textile-to-textile recycling,2019,"Purpose: The purpose of this paper is to explore the drivers, inhibitors and enablers of creating a textile-to-textile recycling system in the Scandinavian fashion industry. It investigates the technology, innovation and systemic changes required to enable circular supply chains. Design/methodology/approach: The research study uses a qualitative, interpretivist approach, drawing on in-depth semi-structured interviews with stakeholders in the Scandinavian fashion industry. Findings: The main inhibitors to textile-to-textile recycling systems in the Scandinavian fashion industry are: limited technology which creates a challenge for separating materials; high costs of research and development and building the supporting logistics; complexity of supply chains including the multitude of stakeholders involved in product development. The enablers are design and use of new materials, increased garment collection and collaboration. This research suggests that sorting and recycling technology can be enhanced with the use of digital technologies, as this would create transparency, traceability and automatisation. Research limitations/implications: The research is limited by a small sample size and lack of representation of all key stakeholder groups, which limits the ability to generalise these findings. However, as an exploratory study, the findings provide insights that can be further tested in other contexts. Originality/value: Understanding of textile-to-textile recycling is emerging both theoretically and practically, however, there is still much that is not understood. This research contributes to furthering understanding of how technology, collaboration and systemic change in the fashion industry can support opportunities for textile-to-textile recycling, thereby aligning with circular economy principles. © 2019, Emerald Publishing Limited.",Circular economy; Circular fashion; Circular supply chain; Fashion industry; Textile recycling; Textile/clothing supply chains
Lang L.,“Sometimes you don’t know how to move” cultural savviness and learning the ropes of bureaucracy,2019,"Purpose: Recent works by organisational anthropologists have identified bureaucracy as a major challenge for unskilled workers in the global economy. Daily encounters with bureaucratic processes only enhance general feelings of inadequacy, frustration and insecurity experienced by social groups who have to rely on precarious work. However, a focus on people’s homespun strategies and on the role of the non-profit sector in helping them to navigate bureaucracy is still incipient. The paper aims to discuss these issues. Design/methodology/approach: The research, ethnographic in its approach, unveils some of these challenges by drawing on 29 interviews with migrant workers in a third sector organisation in Manchester, UK. It explores migrants’ work experiences and aspirations, and the strategies used to navigate the bureaucracy embedded in the organisation of their lives. Informed by the different roles the researcher performed at the centre and by the inter-disciplinary nature of the projects, the methodology includes interviews, participative observation, analysis of life story narratives and drawings, and participation in community workshops. Findings: While acknowledging that bureaucracy can keep people in liminal spaces and enhance their sense of insecurity, this paper reveals how personal aspirations and the ability to make connections across different social networks provide the much needed drive that enables migrants to acquire language skills, a tool that helps them to learn the ropes of bureaucratic processes, become culturally savvy, and leave the stage of quasi-citizenship. Originality/value: Responses highlight the significance of recent welfare reforms and reveal adaptive mechanisms to deal with resulting uncertainties, which include the use of a variety of social networks, learning hew digital and language skills, and seeking specialized knowledge found in organisations in the third sector. The study also questions the taken-for-granted rationality of bureaucracy, unveiling its messy and ambiguous logic. © 2018, Emerald Publishing Limited.",Bureaucracy; Citizenship; Cultural savviness; Liminality; Migrants; Precarity
Ito A.,Digital China: A Fourth Industrial Revolution with Chinese Characteristics?,2019,"This paper examines both the universal features and unique aspects of China’s digitalization process. The impact of digitalization, domestically and in other Asian countries, is also explored. China’s digital economy has grown rapidly since the end of the first decade of the 21st century, and compared to other countries with similar levels of economic development, China has a high rate of use of digital services. China’s digitalization process is driven by both private companies and by the state’s strategic initiatives, including social governance. China faces both opportunities and risks from digitalization. Workers in rural areas as well as older workers may face a higher risk of job loss through automation in the future. Chinese IT companies are eager to expand their activities both domestically and in foreign countries, and their investments in so-called “unicorn” companies in Southeast Asia are especially noteworthy. © 2019, © 2019 Nakasone Peace Institute.",
McKinnon R.,Introduction: Social security and the digital economy – Managing transformation,2019,"This special issue of the International Social Security Review considers the multidisciplinary topic of social security and the digital economy. The selected articles that comprise this issue offer a number of varying perspectives on the changing and increasingly complex environment in which social security institutions operate and critically assess not only how social security institutions are likely to be impacted but also how they may respond to the challenges foreseen. Social security institutions do not have control over external factors that can negatively impact the financing and coverage of social security programmes. Nonetheless, with the shift to the digital economy, the task at hand is to manage an unprecedented process of change. Though ensuring service continuity is the primary concern, also required are improvements in service delivery for all stakeholders and the development of responses to meet new operational challenges and emerging coverage risks. Particularly in more developed economies, the socio-economic challenges that accompany the labour market changes associated with the transition to the digital economy are often characterized as presenting a risk of growing precarity. Regardless, the global policy goal remains one of ensuring sustainable and adequate social security protection for all. © 2019 International Social Security Association",coverage; international; labour market; social security administration
"Firsov M.V., Sarychev A.S., Shimanovskaya Y.V., Kozlovskaya S.N., Akhtyan A.G., Konstantinova N.P.",Disabled Children in the Context of Russian Digital Economy Challenges,2019,"The digital society having gained quite a momentum in the Russian Federation in the recent decade has brought along some new trends in ""problems-shaping"" not only for the producing, but also for the non-producing strata of the population. The new ""non-producing classes"" get formed in a situation of new historical conditions the coordinates of which cover the entire global world, and it can be spoken definitely that problems of the Russian society are determined, among other things, by trends of the ""world information community"", with the former being a part of it nowadays. The paper outlines the main vectors of the problem of socialization of the disabled children in the contemporary Russian society within the context of information economy forming. Particularities of integration of children having disabilities are shown in the logic of development of the world social inequality processes based on the ""digital divide"" approaches. Proceeding from the Russian statistical materials, some suppositions are made about possible negative development scenarios of the present-day cohort of children having functional limitations who can become outsiders of the digital revolution and man the strata of non-producing classes if there are no state programs, education strategies, pedagogical personnel and focused work with parents. © 2019 Michail V. Firsov et al., published by Sciendo 2019.",ageism; disabled children; disablism; IT penetration; underclass
Greve B.,The digital economy and the future of European welfare states,2019,"As a consequence of new technology, labour markets are changing. This article’s central aim is to discuss variations among welfare states in Europe to adjust to changing labour markets. These variations in adjustment suggest that some welfare states are more prepared than others, including their capacity to ensure their sustainable financing. In the years to come, the predicted impact of technological development on labour markets will be huge. Impacts will include stronger “dualization” and new cleavages between “insiders” and “outsiders”. Fewer industrial jobs are to be expected, and service-sector employment faces a risk of decline due to automation. While the creation of new jobs is likely, it remains to be seen whether these will replace the number of jobs destroyed, leaving the risk that many people whose skills become obsolete will become unemployed in the short as well as the longer term. Furthermore, even if the same number of jobs are eventually created, there will be a period of transition. In the light of this, welfare states will be challenged, not only in how they can finance their activities but also in terms of the threat posed to social cohesion by emerging labour market “winners” and “losers”, with an accompanying higher risk of increasing inequality. The article offers suggestions as to how welfare states may cope with the changes related to the financing of welfare states, and how active labour market policy can be part of the response to help alleviate the expected dramatic changes. Also required is a discussion on the annual average number of hours people will work and how this might be a factor in lower future levels of unemployment. © 2019 International Social Security Association",dualization of society; Europe; labour market; technological change; welfare state
"Montalban M., Frigant V., Jullien B.",Platform economy as a new form of capitalism: A Régulationist research programme,2019,"The terms 'platform economy' or 'sharing economy' have become widespread with the development of digital platforms like Uber. This economy is transforming capitalism and raising important questions about its nature. Is it a new process of embeddedness or is it the next step for deregulation following the crisis of the financialised regime of accumulation (RA)? Is it a possible new Growth Regime? Using the approach of the French Régulation school of thought, we describe the nature and transformations of the form of competition inherent in platforms. Although this may favour some forms of re-embeddedness, we show that it will accelerate some of the trends and characteristics of the institutional forms of the financialised RA and that it is an endogenous product of its crisis. This raises further questions and uncertainties related to the ability of platforms to generate stable long run growth due to the dysfunctionality of the mode of régulation and the conflicts it could generate. © 2019 The Author(s) 2019. Published by Oxford University Press on behalf of the Cambridge Political Economy Society. All rights reserved.",Dis-embeddedness; Financialisation; Mode of régulation; Platform economy; Regime of accumulation
"Tao J., Ho C.-Y., Luo S., Sheng Y.",Agglomeration economies in creative industries,2019,"This paper examines agglomeration effects on the productivity of Chinese firms in the creative industries between 2012 and 2014. We estimate productivity with a production function approach, and test whether three measures of agglomeration—namely, specialization, diversity, and density—affect the productivity of firms in creative industries. According to our results, that the density elasticity of productivity is 0.31, which suggests that agglomeration economies matter for creative industries. Urbanization economies resulting from diversity in service industries are the main source of agglomeration economies, but there is no specialization effect after controlling for firm size, ownership, and industry concentration. Further, availability of communication, represented by digital access and transportation convenience, boosts knowledge spillovers and thus enhances urbanization economies. Our findings are robust to alternative specifications, outcome and agglomeration measures, and treatment of outliers. © 2019 Elsevier B.V.",Agglomeration; China; Cluster; Cultural and creative industries; Productivity
"Ramazanov I.A., Ramazanov S.A., Panasenko S.V., Mayorova E.A., Nikishin A.F.",Prospects for the development of online trade in the Russian federation in the context of globalization and the information society establishment,2019,"The modern trade exists in the context of globalization and the information society establishment. The authors review the development of online trade in the Russian Federation and put the following research questions: how is the information and communication environment established in Russia? is there a link between the economic, information, communication and trade globalization, on the one hand, and the development of digital technologies in the trade sector, on the other hand? what are the prospects for the development of Russian digital trade in the global space? The results have indicated that the use of personal computers, local computing networks, and landline telephone networks in the Russian Federation has reached a level where a further increase in their number is not accompanied by an adequate increase in digital competencies. As a result of the study, the authors have found a relationship between the public activity in online trade and the development of the information society. They have also identified the factors that contribute to positive changes in the structure of Internet use by the population of the Russian Federation to order goods and services; factors hindering the development of online trade; and factors that do not influence the development of online trade. Regardless of the weak and deteriorating legal environment and the low efficiency of investment in innovation, the information society establishment and the development of online trade and the digital economy in the Russian Federation have positive dynamics supported by the activity of global players in the online space. © BEIESP.",Digital economy; Globalization; Information society; Online trade
"Behrendt C., Nguyen Q.A., Rani U.",Social protection systems and the future of work: Ensuring social security for digital platform workers,2019,"Digitalization is transforming societies and economies worldwide at an unprecedented scale and pace. In the wake of automation and digitalization, new forms of employment have been emerging in various occupations and sectors, such as the digital platform economy. The emergence of new forms of employment, such as work on digital platforms, requires that existing social protection systems adapt to the specific situation and needs of such workers, as to realize the human right to social security for all. Current social protection coverage for workers on digital crowdwork platforms reveals significant gaps in social security coverage. Where such coverage exists, it is often provided through the workers’ previous or additional jobs, or indirectly through their spouses or other family members. This raises questions about digital platforms free riding on the traditional economy with regard to the financing of social security. How can social protection systems adapt to changing forms of work to ensure full and effective coverage for workers in all forms of employment, including those in “new” forms of employment? How can workers in all types of employment, including those on digital platforms, be protected in an adequate and comprehensive way, combining contributory and non-contributory mechanisms and based on equitable and sustainable financing mechanisms, so as to ensure adequate social protection to all?. © 2019 International Social Security Association",coverage; ILO; international; labour market; social protection
"Fomicheva T.V., Kataeva V.I., Sulyagina J.O., Evstratova T.A., Chardymskiy M.G.",Digitization of the population in Russia: Technologies and levels of interaction,2019,"The article deals with the review of digitalization trends and the subsequent possible transformation of the value consciousness of Russians. The authors analyze the process and probable consequences of the implementation of the programs ""Digital economy of the Russian Federation"" and ""National security strategy of the Russian Federation until 2020"". Replacing traditional socio-cultural and moral values of Russians with instinctive ones is what can happen as a result of active digitalization in the most negative development of events. The article focuses on the fact of the formation of new digital (information) values of Russian society in the context of traditional cultural values. The authors note the fact of the modeling of a number of up-to-date values of modern Russian society. The article deals with innovations and social consequences of digitalization for the population of Russia, as well as the digital technologies implementation dynamics in the life of Russian social medium. The main problems associated with the inclusion of digitalization in everyday life of Russians are designated. © BEIESP.",Digitalization; Digitalization of the economy; Social consequences; The era of digital society; Values of Russians
"Vorozheykina T.M., Muravitskaya N.K., Lukyanenko G.I., Antonova O.V., Lyalkova E.E., Basova M.M.",Technologies of corporate social responsibility in accounting and statistics,2019,"This article describes the insights of the future evolution of financial accounting in the context of the digital economy, and the strategy for introducing corporate social responsibility into financial accounting and reports. The requirement for introducing corporate social responsibility is explained primarily by the companies’ growing awareness of their obligations to society. Companies in the modern world tend to do business with due account of the current social tasks and issues. Those businesses that do consider the implications of their operations make corporate social responsibility their strategic priority. The pioneers in corporate social responsibility, who were the first to speak openly on the topic, were Mr. G. Swope, President of General Electric, and Mr. W. Gifford, President of American Telephone and Telegraph Company. The idea of the social responsibility of business has spread all over the world and was adopted by many companies, resulting in the emergence of the concept of corporate social responsibility. Today, business is a valid corporate citizen exercising its influence on the social, economic and political environment. As such, it may not allow itself to neglect the social background of its activities since it may result in the deterioration of its public image and the way it is perceived by its consumers and investors. © BEIESP.",Concept of social responsibility; Digital economy; Evolution of accounting methods and procedures; Standardization; Synergistic approach
